"Participant","l_fit","beta","tau","condition","NLL","AIC"
99t39rhwq4rm569995hrq6sw,0.8566652186680999,0.19038194168842393,0.03758149956416609,0,597.6317671089912,1205.2635342179824
36t63vqlh6mcl6zvlt5qmcr4,0.7024480010867691,0.4199375849146493,0.06797886399478513,0,582.649168260106,1175.298336520212
tqtv94mv9cz5s6zzrtv4qhcl,1.0663697303133919,0.06744390123893895,0.025075910083717654,0,602.6294056062244,1215.2588112124488
46rc44mw46w69l6935mq94ts,0.8414003070777193,0.43234857044708974,0.07997216456432363,0,897.2293255743941,1804.4586511487882
w9tthtzt39tcm6rq39trzscl,1.1327180808565562,0.1427086380114069,0.042202300808917514,0,693.2620156929115,1396.524031385823
45r5z9s435chz56htqvrvwr6,1.1318002284982662,0.1007601805280741,0.038852146388038675,0,583.8586877094674,1177.7173754189348
hctzc96c4tc9rqs9cls39z34,0.8241283910996149,0.42554293048827274,0.08525759262842209,0,823.6945863620019,1657.3891727240039
l3t6tszw94lv9qq3clhzz6l4,0.9026017102301989,0.3389212506937995,0.06284118140926381,0,720.8543065181743,1451.7086130363487
4vrc4l9m3l35339tzzmqs4ss,0.7985404792641285,0.3671434724158362,0.07287589247162286,0,781.7653444993254,1573.5306889986507
rwt64mhvhmwlr494c6mwzqc9,0.7193932109719051,0.3097387983509341,0.06142240648063195,0,764.0855237703659,1538.1710475407317
4hr3qwwmmrwwzvczs4v3l4ms,8.43846716375954,0.006737946999085467,0.06891064199259626,0,902.1939199020553,1814.3878398041106
43rwqz6crv9zlvz366qw34qt,8.893075920579225,0.5293137818552655,0.06695201575603044,0,884.8027769273909,1779.6055538547819
43rq4lm4m54zwlrcz3wqt43t,10.275549602920151,0.8939397565249769,0.07519122404725798,0,909.942357784073,1829.884715568146
4mr6qh9vzl53svz5wwztr4c9,0.5911663741969313,0.2720837259313798,0.05002909014889177,0,740.97017499969,1491.94034999938
qrrv935hl3msm5sv9456s436,0.7684094403735393,0.3512441485478175,0.06915188348429618,0,792.5132866690326,1595.0265733380652
46rqqq6c69tl3vzstmvrm4cq,0.8853244709046555,0.3767100179101103,0.06758643995106062,0,758.8858307075263,1527.7716614150527
45r4w4w94slzz5qscc6v4wms,0.6660780796280925,0.3998362252449478,0.06792677566402805,0,639.5976163257392,1289.1952326514784
w5th5h9wsmmlz6h4mmhqql93,3.723053264665081,0.13896260378863257,0.057507118515605624,0,647.929930427936,1305.859860855872
44rt4l33lq5vqvwrvshq94qw,0.8237908217579499,0.2512443298362076,0.04187230724193881,0,574.0339854799449,1158.0679709598899
55tm4vwc6hwchq5czzcc5c4m,9.038873668401415,0.7899623906885356,0.07180166790199435,0,968.5949930961905,1947.189986192381
rmth3h3cwq64qql46h5qlwr5,0.7489805506848545,0.3374494551189833,0.06372598899395884,0,773.6129143201446,1557.2258286402891
4mrt469whrltrlvr9m6qc4lt,9.009363864083344,0.2315299432835981,0.07086503540487443,0,845.6999582756586,1701.3999165513171
4wr64rqc6mcmcvh6wl6qz4ms,12.115514160688983,0.6998535780915561,0.05105293775678425,0,678.2695349824659,1366.5390699649317
zctt4r36mszzrq93954sr996,0.7808487538563891,0.1156257602324374,0.03740021694190204,0,609.7736413773546,1229.5472827547092
46r543cs5tl56v6qmc5qr434,0.8610045850409838,0.37291728256588835,0.07451821857087747,0,780.8888843175469,1571.7777686350937
3tt6693m6hhsqhlmww6v3hrm,0.8067087672438513,0.094725558591756,0.026545887641268726,0,378.5865470080104,767.1730940160209
4hrv49q3vwwsmvwrv4wqs46c,0.6964646723997474,0.42393806317947247,0.0780974076819562,0,781.5231252404598,1573.0462504809195
4vrzm33zs54cv5r4mz3z9h5l,0.7048557541951868,0.4400091019489237,0.07687609746486702,0,630.6924601826216,1271.3849203652433
qcr4qhhmz5m5r5vhrwssss4w,15.739127785499232,1.6283903324100661,0.07562388873978898,0,983.1746325013477,1976.3492650026953
lvtzl64w4vvw36sr94hs659v,0.6728611946899936,0.09581153745523707,0.031429060953323304,0,507.1216523622149,1024.24330472443
44rz43qtqczwc5t6q53mh4t6,13.394119300409818,0.006737946999085467,0.0648874114074956,0,819.8192936814763,1649.6385873629526
6crh5lml454vrzwct46tct6l,6.129209197380142,0.006737946999085467,0.045852609235805676,0,714.6389577824862,1439.2779155649723
cst9v559hmrc4h4trhrmq6s6,0.7497063790576626,0.40783986278076745,0.0764579441993036,0,764.1113103057075,1538.222620611415
c9tc49tc95mm3646vwvshv3l,0.8115304057043312,0.31395491418846455,0.05726349571052808,0,699.0148490760022,1408.0296981520044
zst4wwtmm69rc4l5thww6vrh,0.7653306989284953,0.30962258061174364,0.054777131507004376,0,773.1387709130031,1556.2775418260062
49rl436zc5vv9msh3c4q34wh,1.0058012136995425,0.38645061358411414,0.07124567502418734,0,806.4629591019217,1622.9259182038434
m9tqhhrw6crs56t5s3vv3lh4,3.115822583809965,0.050752728933335794,0.06392670557077695,0,651.7980085494675,1313.596017098935
4qrr4zhs4qs6l5s4mmwv44qw,0.7123603118194518,0.17348218104077834,0.04524295643120293,0,711.866967621002,1433.733935242004
6srshhztvtms55wlhz6rssqm,0.8862102517507565,0.3060728575527674,0.058230771266967477,0,757.9657103242747,1525.9314206485494
46rh44v4z4t93s35l5mq34wl,0.5880201645311485,0.42728160096006695,0.08626464027818413,0,861.1771968205678,1732.3543936411356
59tt6cv6cws956v35v4999c9,10.625426095327569,0.0067456872580783376,0.06579921588028739,0,819.0141841814273,1648.0283683628545
4qtvr9ht35659q9t9m6wl4cz,22.076127768016228,1.602870860072308,0.05943031832648662,0,962.2324281161154,1934.4648562322309
4srs44ctq34cs3m4435qv4wv,9.508385616871024,0.11532999766993544,0.05025285310340134,0,577.7637163765069,1165.5274327530137
4sr9qclzc5lqmvcv49zwr4qt,0.6061127863412521,0.20594309919108078,0.03984100243009517,0,705.6518093607194,1421.3036187214389
4srs4msch5lmll463rlqh4cs,0.7254591917163272,0.31096575081923905,0.063237619486481,0,749.4322052616318,1508.8644105232636
4vt5s9h9q9sqrql3srh9tcmw,14.831193376370054,1.3047218718846252,0.10280272210411741,0,1083.2769963196686,2176.553992639337
wvr5tq34zt9qvc39s3hrqlcz,0.7148492191294284,0.16729043586096648,0.030860425639542173,0,494.0887939335505,998.177587867101
cqttclqrl6vmw6qzqs5c6cwt,1.0980567669073371,0.24471213901064726,0.05822655193872745,0,700.9449821755884,1411.8899643511768
sqrl4hv59hz665wmrtcccwcq,12.310335551194681,0.6954666302653856,0.0635740433416412,0,861.4461215506115,1732.892243101223
95twhlwrmqc556s3rt9mztll,5.117352081585633,0.012564112366659264,0.03349901502568049,0,673.7706874600516,1357.5413749201032
4trllt3w4w65hzq4554zltsq,0.8588135431039602,0.3080109106809953,0.059552977341325405,0,738.0811806156527,1486.1623612313053
4rtvmzwccrm64h5t4r3354l5,9.371981421307243,0.006737946999085467,0.06251817609766633,0,932.42439003008,1874.84878006016
4cr44qvs43twrv4lh4mqz44m,7.2474317274029385,0.006737946999085467,0.06577053347582668,0,722.0790913606423,1454.1581827212847
qqrlsh4l445mczw549wtstqv,6.529217466521432,0.2234001861611856,0.06409318988476495,0,823.2458926768204,1656.4917853536408
4qrh4lz5lmslztsmqsztm4vt,15.043129119678794,0.006737946999085467,0.055832962845431294,0,712.0651960361474,1434.1303920722949
zvthqz334693v6thmr65czrw,11.880115322086699,0.4947883453764186,0.0653919154750542,0,913.6151323465049,1837.2302646930098
36rl5t5h5l3s659t6s9wth33,4.366941133840281,0.11520135813754374,0.04739585686753167,0,624.0170472610782,1258.0340945221565
9mth6hcmms554h4lmwh66chh,1.418151761011053,0.25992112119782107,0.04755675622705651,0,634.2874118781548,1278.5748237563096
rct36q9m5clsz44ql6zmtw4w,0.6895838372630279,0.488767936807279,0.0794107524590561,0,661.272886962027,1332.545773924054
w3rzhmz5wqlszcz4v3564z4q,2.353451587649784,0.16507097731197606,0.04669139534143013,0,538.9465101954468,1087.8930203908935
4vt44wrhsl5c94r9c46m44w6,10.822323982005383,0.24293116537383463,0.058556189227297134,0,757.2422050854228,1524.4844101708456
qvrvsrt63zc3hzhmq56mtrvs,9.472230223348689,0.3239390693446772,0.08003398809484419,0,891.4827373349666,1792.9654746699332
4vrv44tq3q6c636lhcqq44vw,2.1008833013217796,0.15251878978166433,0.036714365484665376,0,516.3404803720442,1042.6809607440885
49r64w5r69rlhvc5l3wq346l,1.0882087709913886,0.006737946999085467,0.047376741665571286,0,618.8437813227858,1247.6875626455717
q6rrscscmhsz55wlwl3wzs6w,7.683211257540317,0.006737946999085467,0.039242482399264006,0,535.1306493976393,1080.2612987952787
c6t9r4lz3w364q4ccsr9rwsm,1.3030172622315135,0.08184139570543758,0.042244841691710375,0,629.3296876364911,1268.6593752729823
4hrc4hctz949v34w5lsqr4h3,1.247669704432024,0.16105412317310958,0.050222721770112846,0,710.4731951709934,1430.946390341987
vctlrvr63rq9564sh6vwzhlc,12.227689543775586,1.5987463959295294,0.0674026698367467,0,979.223828678839,1968.447657357678
4trl9s4rrhzcz56vvzt6tqw6,6.329219395833308,0.006737946999085467,0.07550368267604589,0,859.2828233479171,1728.5656466958342
4trzq6wqvzzqrt5qvvl6h43v,0.763347098856854,0.39507199760316947,0.07149024211608163,0,730.2307581470462,1470.4615162940925
46rz4vr6rw9wmlz34vtqr4w4,0.6966433795232555,0.35443780373048195,0.06663374765010853,0,650.7255595812697,1311.4511191625395
wht34zl96w3rrqtvlwll5rlw,0.717227854193927,0.16930001742760126,0.03965737073374666,0,484.9547601405026,979.9095202810051
vwtssqtrwqwlc6m9tvq356vw,7.954230642439827,0.006737946999085467,0.06651250660993521,0,697.6339385209221,1405.2678770418443
mttsstqm5m6t54tzq4htmt65,12.107177072637244,1.217318096794752,0.08506256315457172,0,987.9856061386529,1985.9712122773058
4cr3455hhm4ht3rlm9zq443w,2.0291954829136465,0.15623190318998934,0.04969282669914848,0,658.4266233055829,1326.8532466111658
6trvccqwq45cr5l4t65lltq3,9.107281963531507,0.006737946999085467,0.04826045324849795,0,676.3960826083185,1362.792165216637
46r94qqszcz3ssr5s4tqc4c6,15.037459717551023,0.113744915980895,0.06449716894539743,0,904.8533886472155,1819.706777294431
9ttqrrtwhr554446qrrvrthr,0.8550967866191724,0.4134213672596354,0.07661286762648081,0,844.8407211437409,1699.6814422874818
4qrqqtzwmv65qc54lhs3z4lr,1.148803580479011,0.03461387029359779,0.03585844123565585,0,550.1989572153622,1110.3979144307243
3htqttqw6vh9hqw6m6vhcqr9,0.9576867012234119,0.24776841087537416,0.0600800240659901,0,773.148276784194,1556.296553568388
4lrcqms5vsq9hcsqwrlwv4sr,3.913194619059749,0.006737946999085467,0.052292474915902096,0,583.016787047808,1176.033574095616
96t9cs49v59z36qrmmhq3lz9,5.888897949209927,0.006737946999085467,0.043526196899026315,0,519.5012236582717,1049.0024473165433
6st5tr5qqw596q4c6v5ztsmh,9.262624065477372,0.13147357049231884,0.055849415055941445,0,697.4159851510924,1404.8319703021848
45rhq5zv3s4qschs6vh3r4mh,6.65420863402951,0.006737946999085467,0.06527858466137126,0,838.977599853607,1687.955199707214
43rcqmml6rvslcrz5h6st4tr,1.1000893892977923,0.10670549234544272,0.05011010771798904,0,751.2463215271356,1512.4926430542712
94r3mqlswqq5zzc5qm3w4z5m,13.332327686911391,0.006737946999085467,0.04925122482790006,0,729.4227374687819,1468.8454749375637
4zrw45wzhhczs3rwq33qm4q4,0.869034688658129,0.31375333130154304,0.05413831869701013,0,723.8242353333446,1457.6484706666893
4lrm4mqv5czl6wz3hm6cl453,19.72700936025726,0.006737946999085467,0.051971378244919694,0,545.9393878818929,1101.8787757637858
vvtlls4qh35556v5zmq4vmcc,0.6579832396031191,0.43405688429457556,0.07324084049985305,0,687.7762222344716,1385.5524444689431
4lrqqlzvm6crwv64ls9t54h9,0.5775986249664745,0.4421719466880481,0.08228452257693472,0,760.3120862982086,1530.624172596417
46rmw64l6c5cwzh3htmqhw6m,9.634700236323836,0.006737946999085467,0.05776046265838618,0,759.270171584131,1528.540343168262
4lrt4zl5w9s56zswl6ssc469,14.14512927904157,0.9948687399682018,0.06334780634510798,0,862.0899379093044,1734.1798758186087
vqtr33tzh9swz4zzqszm6zwh,0.9451849544963213,0.2727717106312013,0.06523859250754287,0,771.9694660753194,1553.9389321506387
9vrzllwvl5w9r53h69zlsvss,0.8149151695968018,0.32365740194837583,0.06444196738501823,0,784.9758921842429,1579.9517843684857
45r64ssm4hc43mcsh94qh4zt,13.90016818670485,1.0663932072287898,0.06281913069996249,0,925.732019210897,1861.464038421794
9ltt65m9ttc3h64t496lcclm,0.8412812644643066,0.35804859704864056,0.07649619361376093,0,810.3240050281829,1630.6480100563658
h5rsvsrhs9hr3zhtwvv6vqsl,0.6929550477569878,0.38181907871956183,0.07347835615639464,0,807.9752177663199,1625.9504355326399
4lrv49cq333rmlqvhcwqv4wv,9.407595487883857,0.9252918286819145,0.05531731018699233,0,764.9563006389067,1539.9126012778133
46rs4sh6svlrrmm44z9q649w,0.8776640435368188,0.3868802868285649,0.07400203699756619,0,777.010399065952,1564.020798131904
4lr34mw936t9wwcqvh4qs45r,13.552067698651499,0.613928602903939,0.07944146048529946,0,945.8665328817817,1901.7330657635634
vvtqrhzmqrv35665sm5lc44z,0.6733804708818523,0.11924283502393336,0.03496686812470516,0,500.24185582948587,1010.4837116589717
4rrzml4s4ch4s5wt55r5m5h5,19.105977040141273,0.7063402537176713,0.06283550227690991,0,739.7331259852265,1489.466251970453
5ltmc5qz965m56z3h656v3wq,0.6683104319327526,0.47124736249007126,0.0828873964037021,0,693.8868680581769,1397.7737361163538
slt59lrmm964h46mcmsw9t9z,3.8230330298928745,0.09709634921448146,0.051029272489441876,0,637.9199457910474,1285.8398915820949
4mtzrqsqm5c6r4rcw9lsq554,16.24008287363861,0.4763143895879426,0.0556488355336754,0,781.4032597576804,1572.8065195153608
4hr34qm356w563wlh4vqz4h4,0.6741601960410646,0.1811912774276656,0.04167418285202107,0,708.7633136742575,1427.526627348515
4qr54wtr495r9cqmhm4qs44r,15.62417345104947,0.5998148195854852,0.0631849156542135,0,820.9299225473318,1651.8598450946636
3zttqhtlrcq636mqw4cm3tm5,0.8400176196219777,0.2943554444633416,0.06735680042653604,0,829.7590662658038,1669.5181325316075
w3tq4qsll9h4v65m55hcv6mz,10.451257157348584,0.5615936098201058,0.0893634689605095,0,1021.0005463242684,2052.0010926485365
4rrhhchw4ll34zm5mz3tq53w,0.8317089979334861,0.5242773798592089,0.09893584626407567,0,771.8110527609936,1553.6221055219871
w5tr6c53h9llc4mlqv3tvcsq,23.859939957255733,0.28791278389162317,0.05108755307656919,0,617.8062336589572,1245.6124673179145
3qtvmt6tch9rrqvlrhslt5v9,20.832931809489935,0.9264983777551442,0.06342877650419339,0,930.5263275250973,1871.0526550501945
slttzrc5sr44m6tstm49wtmq,3.8947588261763464,0.19714543658927797,0.050819171185295164,0,637.6572024829898,1285.3144049659795
q9r6zt9q4mvhs5tqlcstwqtc,9.010465820937263,0.006737946999085467,0.06889944040257509,0,869.2868537744519,1748.5737075489037
qwr9999slq63tzqzztmzzhwz,9.250259371837927,1.0819324039347387,0.08190263462730504,0,983.6832646979443,1977.3665293958886
zhtl6zqhhtvs3654tc3s4c5q,4.76780607865312,0.05770042394815446,0.023350435216206947,0,396.66463100913654,803.3292620182731
3wrqt6rw6mc3zc5tcct4vrqz,9.124207523883298,0.008688347540957575,0.047907316468218344,0,646.8874442809413,1303.7748885618826
44rl4qwvqtzttlz55qtql4mr,10.752234358269412,1.563769480252731,0.07768507155972841,0,1017.8627052237305,2045.725410447461
lmtm9h4qhrqm64czwl53s9zq,3.3937405098006086,0.006737946999085467,0.04356863075019759,0,546.8223823450287,1103.6447646900574
4hrh4cmr39h3l3q5qlqqr46t,2.2478044233457357,0.07117688181344449,0.051414528832892575,0,644.2514587138329,1298.5029174276658
qcrcz3qvztrv3zstsr5czw43,0.8875900707440092,0.3756365701300848,0.07250869098266417,0,808.1941962009776,1626.3883924019551
qtr9v33qs5ct95r6ctc4thcm,10.54298774775647,0.006737946999085467,0.05889155948038799,0,699.2462254944496,1408.4924509888992
4wrr4th9ttcmllmhhlmq546l,13.148662796041407,1.4751858446323354,0.07047679062624504,0,991.8341206828162,1993.6682413656324
q3rwz4tmz6ttrzrz534zql5q,1.9272967591271046,0.006737946999085467,0.05177249263410866,0,643.4227428851906,1296.8454857703812
6ht6sw4wzsqw6q3t45lcc54w,0.8006167619142656,0.3286426413538063,0.05341922005178606,0,588.9206752954371,1187.8413505908743
93tqssmr34wvz44m9c9vz964,3.007119653503228,0.07786650458063193,0.0604556015443639,0,742.8905845317199,1495.7811690634398
65trh56cm6c436tlsqzl369v,10.708079234895976,0.7447366502235113,0.06176430030499713,0,777.4071350959238,1564.8142701918475
wvtcc56zmwwsm65636r665s3,1.2364581904937262,0.006737946999085467,0.04104138794166177,0,512.1474590110467,1034.2949180220935
q4r3zzt699vs4zv99ls3wsm3,8.8863982042567,0.7460301485244833,0.06553343257707014,0,808.9211781513696,1627.8423563027393
3qt6t9wqt4rrc493wwthcvhq,18.704827103954493,1.068807728478665,0.0684564034623377,0,899.1056202067299,1808.2112404134598
rhtwhq6lv5r6c666hq5v4wql,0.6999080606017332,0.5501266420178499,0.09860891583247014,0,749.8558627181719,1509.7117254363438
vvth36wmw4rv346hh4lwrs35,0.7470121223048034,0.3951977866183162,0.08034679018674373,0,883.4844203344524,1776.9688406689047
hqt5654tq5lls6tslr3qlmhz,1.0808416380967185,0.006737946999085467,0.03400601266524484,0,401.0522815766373,812.1045631532746
llttlcwvlwt3rqvlt9hlqwz3,2.662869629785063,0.04535688153433601,0.0554382906728685,0,606.2069311570547,1222.4138623141093
s5tzw343vltwrqm33953m639,12.224922840471542,0.9653480860152885,0.07557044680223679,0,980.0545699906052,1970.1091399812103
3htl5zrvt39mz6q53c4vlqtw,5.74921633964838,0.2860219330473489,0.07390921778563109,0,814.7547314852142,1639.5094629704283
9rt9lmh6csv6364m4mrhzhtr,0.7416517661824599,0.45273196451633524,0.07288666307328687,0,625.9050425712205,1261.810085142441
rmrzsw3v5693654c56lcqw5m,0.8103843869300653,0.1405562449070038,0.03931281314733901,0,552.0294163354329,1114.0588326708657
z9tz6q9s9t963696lhh3rlvs,4.060426312149299,0.006737946999085467,0.05928656342234821,0,592.835550593867,1195.671101187734
44r94955zh3wvmhs95lq34vv,0.9250823208523594,0.061128566251837546,0.03361570017201852,0,398.08208567259913,806.1641713451983
hzrrmr5wvqtzh55cl3swl43m,1.5140643184405085,0.006737946999085467,0.0383015916624243,0,511.74158921819696,1033.483178436394
tstqlt66mtv536mvcszslmsl,0.6971231754797729,0.3958688091253961,0.06878794537572921,0,686.1447473163412,1382.2894946326824
5rtw4zwvs4vzm6hwhz999m5w,11.262661607171907,0.006737946999085467,0.08493130617718096,0,980.9658641719861,1971.9317283439723
3rt4slzss5z9s6qrh563s9t9,0.7504490823242489,0.11575595986641102,0.029653227847716318,0,432.44891750745063,874.8978350149013
4wr44mq5hzc44z66ws93zwws,0.7383199090112886,0.40519504551327595,0.08252264971042983,0,822.1424950137663,1654.2849900275326
4lrw446sv3cvt3lw5cmqc453,0.7450721386340837,0.4443948463721343,0.09219741150146726,0,834.1518154589992,1678.3036309179984
4vrt4vwscrw99vw9tq6qq4q3,0.9306141394076053,0.3765226782750377,0.07747084619936268,0,822.3334121637913,1654.6668243275826
96rqlzrt3qt655655vqthq46,0.9039180018662487,0.39134928616042486,0.07901698782187228,0,855.7923620612675,1721.584724122535
49r5qzlq695ssvhzz639l4zl,11.06750373238046,0.7438037594641781,0.0859360329543906,0,993.4438654856945,1996.887730971389
thrqhz49mlml39mczc356zt5,1.5155715367146376,0.07319686324799128,0.049403285567643104,0,628.6031424628039,1267.2062849256079
4wrrqltv3qc63cr36ss9t44v,3.336492347757721,0.1193747186567496,0.06269626570245958,0,664.3955187985475,1338.791037597095
r5tmvlqq5swthqc33v4rht9v,11.374842644555352,1.1375255677383678,0.06638763717444368,0,740.3876339320816,1490.7752678641632
mcttz4c43rv3c6qlhtt39qrt,0.8050990854802023,0.3642503682915049,0.06237849277002284,0,682.9445683879969,1375.8891367759938
hzrwqszw3s3z9z4h4h6tcqr9,11.195848224792115,0.4332677795525273,0.04769773890269823,0,880.0691782280716,1770.1383564561431
44rq436t66ws6c9hrm4q644r,0.7950761868636105,0.39505741993297594,0.0762775799380398,0,795.6364467694432,1601.2728935388864
44rl4chzc4h9z5tv9m5m54lt,0.6769498840160615,0.3061030533844803,0.0642479646720015,0,789.6100536382852,1589.2201072765704
q5tr4rszq6ww6hz9rhz4rv54,8.885239241340852,0.4747194433987498,0.05293348067564081,0,749.001821322883,1508.003642645766
9ctscqv3qcz636495cqr3lhr,12.823061153434871,0.7613062874108175,0.053410009300244574,0,828.4943939134989,1666.9887878269979
4zr6qlwm4shzmvq646qw4465,3.9264790177585867,0.45278767052058955,0.06640627606135868,0,797.084747990486,1604.169495980972
49tlmvwsm59sqhrwlwcq6s9v,8.049418114394062,0.006737946999085467,0.050853931481947834,0,549.8162490492488,1109.6324980984975
q4rv6q45qs9cmcrq6mqw54zz,0.7561492638152645,0.3622849416376135,0.07349105808422207,0,781.6863101438327,1573.3726202876653
9zrlcrs9mzqc6z9tstv35l4t,14.244386441467883,1.202566976075871,0.06810722310106954,0,968.345560102234,1946.691120204468
43rm4vqvcrzl5mcq9rzqc4vq,0.6379617500871599,0.4582701196946993,0.0791924213736849,0,666.6676978106583,1343.3353956213166
69r44l5qwqhszz9rvlwmmhqz,2.660732127461608,0.25074441033834455,0.051277318736500446,0,663.5849455745619,1337.1698911491237
45rv4h494tm56lw9ll6q54tc,5.808314493652384,0.006737946999085467,0.06098107961345371,0,744.8063135291234,1499.6126270582467
9rtvc56ssclstqsvvcs6r93s,7.1246196910731685,0.9741747963075409,0.0731699746814854,0,900.8413560708454,1811.682712141691
zqthl6zw9rqtv6qhvvwc3zwr,0.6499946107635253,0.3180601888053022,0.05109965239150978,0,553.0589313865527,1116.1178627731053
cqtchr9rwc6ms6qm6cm5zscq,5.629223301396088,0.32002709970411614,0.06342354538998532,0,767.3984212990599,1544.7968425981198
4srtlqs6wv49tzrmqhvw5wr9,9.723629534764791,0.36007132681891585,0.06702971767994385,0,861.3368369845356,1732.6736739690712
q6rwrv6r6rtrz5r5tc4sht3z,4.206578702838714,0.006737946999085467,0.05425899544010666,0,655.2954890672022,1320.5909781344044
lvt3c694hm36s6rzctv9t665,2.5327557131233562,0.006737946999085467,0.04271739948812574,0,631.1043289914787,1272.2086579829574
4crh4c6l3st5l36ls95qv4m5,0.6568988906239238,0.5257891763710199,0.10535262858753806,0,810.4039634176575,1630.807926835315
6ztvwcmcqm6lv4q9ll995mvz,16.601122473903928,0.006737946999085467,0.04157324119528837,0,726.1240885662627,1462.2481771325254
hhrhtlwvm4qm95mzcllctlv3,6.407745708148885,0.006737946999085467,0.055116918844496376,0,665.6275769015097,1341.2551538030193
4srw44zh3vsv3mlvlcvqt463,1.1054754135441889,0.3025892328675465,0.06455827370880313,0,760.1777530248435,1530.355506049687
4zrl4thcltsrvwmv465qr4sv,12.911380585763839,1.1698973547713334,0.07830410647139774,0,889.4407640166613,1788.8815280333226
lhtl6whv3mmvtqws6zwvvwv6,0.8013803882366136,0.3834948456613466,0.07061963063912766,0,811.3603825326436,1632.7207650652872
rctwsh5mt3tw94whvsc5wtrz,5.3097037694476,0.006737946999085467,0.04841711816440236,0,566.7091097936502,1143.4182195873004
6crw4c4rllt6q54rvllwrrrr,13.58828892281143,1.3441376260064695,0.06466619507652797,0,1027.639991778001,2065.279983556002
tqrszmtrqqc6vcz9slclt9cc,0.7904956322183311,0.15720070284935317,0.059062021498753545,0,842.9396057089216,1695.8792114178432
6ztv6wwvq9wlm65hz69vcr3w,15.75956137143866,0.3621101339162279,0.05299341366471061,0,770.7447423148682,1551.4894846297364
t3tch3svmvz69qs9lrs6tr4h,7.4653040532977215,0.006737946999085467,0.05271035353347677,0,641.5321601036114,1293.0643202072229
4rr5qw4tvmmt3cqww3ltm4lq,1.0736235503341878,0.040268275125296876,0.040567969446739,0,605.2434024647077,1220.4868049294155
4trcqqs9rw633vmwlzt6w4tv,0.6049350986191251,0.30544707761533263,0.05799414141524041,0,806.594669247552,1623.189338495104
6qt4rqztthctc6qtqs6zhrmc,2.2221626169449316,0.11468296347435086,0.05245774093060396,0,700.5603750645424,1411.1207501290849
4rrl4lqvqt3lmzrm3rvlm433,0.754647378759856,0.3975342423241973,0.07629235239466156,0,769.4490298644672,1548.8980597289344
4lrv4zz99vmz5t9lzv33l4qq,7.852751728052659,1.059792829119664,0.06811753705676055,0,856.619621533197,1723.239243066394
43rl6l36vws3vc9cczc9zv6h,5.282145618910977,0.006737946999085467,0.044424201233020655,0,695.5914252461401,1401.1828504922803
qmrq63c5qwq5z53l5hm9rtv9,21.66095716928398,0.5180657467832634,0.05651580150959465,0,815.5533354579467,1641.1066709158933
5lt4cmz4cl59qhr99w49l63z,0.8868239374473548,0.3735708391188628,0.06911822152406194,0,722.4982933928142,1454.9965867856283
rctr4rhc5hll56lswmvlzwrw,12.02043845630157,0.19265947228108982,0.06279415808298888,0,734.5482030822328,1479.0964061644656
49r54tmhl5wwqm6w654qh4zr,0.8989823017379677,0.22275745006649422,0.05160662012264043,0,751.3203431953683,1512.6406863907366
9htm6tmc9mzrhqs9vqv669t6,1.1793967099861216,0.12931985367921994,0.036811094032003486,0,562.3042034297847,1134.6084068595694
4srl46vzrhw6tzwtrmqvcml9,3.263259946982952,0.07273218031472713,0.0448592538846764,0,694.7481543836293,1399.4963087672586
43t3t65mmvhsh4w6whmw3l9h,1.3270116931601654,0.05262253335332551,0.038246628433151963,0,616.5515143471442,1243.1030286942885
49rlqrccqvth3cv5rv39z4zl,6.531747827648859,0.15981454758402908,0.0551317494666439,0,702.9452758892392,1415.8905517784783
cctsqrms9r3t6qql49lc9shw,10.610853936248581,0.6073414931884398,0.05195280327815775,0,697.7953601787384,1405.5907203574768
4tr443sw6qv633c59czqv44q,0.8380475310905109,0.3062554958187719,0.06157703453177375,0,775.0721912697634,1560.1443825395268
96rh6lv4h464rz9t469mzs63,0.9723003946227442,0.14230610054906678,0.051243141605209847,0,689.55094294137,1389.10188588274
4vrsqrv5zcss3v4lwh3tc4tl,12.833914243217961,1.0328518581298904,0.06806539952733687,0,940.0305310435408,1890.0610620870816
qwt4q5mcrc3qw6zhh5tt49mv,7.277367933075038,0.7969350805219013,0.06800746801508106,0,831.1080236829496,1672.2160473658992
qrr4ht3vvvq5wz43sthwl4vv,1.2536972459817664,0.006737946999085467,0.043259794552018255,0,533.5515556072048,1077.1031112144096
z9t34chll44cv6lcvsl43wwt,12.117896920482197,1.459419929866344,0.05293712199591538,0,898.4812989247341,1806.9625978494682
33ts3qhtcwvcv653mvwqqttc,1.185991272161276,0.006737946999085467,0.03202168966140953,0,548.4044452664803,1106.8088905329605
4zrz4vcsqc4l93rrh3cqc4vc,0.7063839660187294,0.45556071985245405,0.07123033211951518,0,619.2625222858468,1248.5250445716936
4rrm4h9l54tl9mc9ztcqs455,4.587441988147639,0.006737946999085467,0.04659155995797419,0,558.5294423050847,1127.0588846101693
w5tww6t3chm9rqhlhql5l4z3,0.6194745836483292,0.4604555274655912,0.09378088206388616,0,824.8512697617332,1659.7025395234664
44rcqlz3qzclmtlhtq3qw443,4.387876210853412,0.1944895126654786,0.05308392597648817,0,800.9384238259695,1611.876847651939
q9r6m4z69lc9rzcvv4czvv4l,9.140250557536467,0.6075453856042844,0.0663359895386208,0,828.05497788738,1666.10995577476
4qrw45m36s6h9mq6v6lqh4rt,1.0995246354388244,0.22643371156168474,0.06655166032093832,0,860.7152177365168,1731.4304354730336
