"Participant","l_fit","beta","tau","condition","NLL","AIC"
5ht656h9ml4qc6m4mq349vzq,1.5049460062725462,0.16222374546644314,0.03880849767178053,0,513.3309898184683,1036.6619796369366
wltc4vmhzvqth4zlsm5c9ccw,9.6112744227201,0.0761357497781435,0.055419316888130274,0,670.1432726932408,1350.2865453864815
vctr4q4t939tz6lczmw6zwv9,7.195445297458209,0.2678428217421962,0.06780464082481003,0,809.6895079967259,1629.3790159934517
9cr3qc53hwscw5r4wcwqcwqh,0.8112602205174577,0.28573106104811813,0.05351144349638841,0,709.7959079202989,1429.5918158405977
t9rh99vlhqlhhzmv4q5msqlh,1.1041523639465063,0.061810504374486624,0.033119869435386085,0,572.0983358853672,1154.1966717707344
rttlzthh5vlsqh5r3hqmzlmw,1.1389615190326934,0.26195226233534963,0.05044817837986643,0,729.1624347311499,1468.3248694622998
sstrt499c99rz635qmcz3qqq,8.295156150226594,0.006737946999085467,0.05557626794236253,0,780.5700827468085,1571.140165493617
9zr5w4r3rmwrc5s3vshz4q5z,8.62807997840013,0.6193900138927022,0.06457866406146914,0,743.6253567374938,1497.2507134749876
4wrh4hmlzrc39vhhmzlqm4cc,11.02323569710204,0.7623925461378049,0.04653664045892909,0,640.8468325753649,1291.6936651507299
m4r649cthqzchz3rmc6zczqz,0.590535896378538,0.16274878329517978,0.03602116491233899,0,460.28558091898503,930.5711618379701
hmt54tvh49mwz6vrmvw54cr4,12.992500787775032,0.006737946999085467,0.061621200087267874,0,959.497001490414,1928.994002980828
sqt9h63wz6c6w6s545thmml5,0.789653653255753,0.4401107984351218,0.08020230661567773,0,725.5509991775243,1461.1019983550486
tmrr5ctq3cczmzhtqq33c5vr,6.353102285960083,0.011179518936956265,0.04883866004193824,0,551.3025784357446,1112.6051568714893
v6tcmmm5lzw456mrc4qq4q5v,0.7900050736411278,0.11062141217893307,0.03372004411028376,0,516.5743739304821,1043.1487478609642
9stq3m4v36tq4hqrvhvchcmv,6.511855432951372,0.006737946999085467,0.033365609487632106,0,506.03074894931837,1022.0614978986367
l5t53qmrsc3lm65s54q6q66q,4.801723727052988,0.4217945889913425,0.08563162993735257,0,913.3102833010054,1836.6205666020107
q3t9mwv36z5vc6m6vrml99tq,8.887109661810612,0.49284388385341577,0.06665300418322836,0,895.69126445371,1801.38252890742
c6tms9v56h9wqhhm4hw5993c,3.595738567472598,0.06417029968884343,0.0447376062394975,0,614.7140002066303,1239.4280004132606
qhtv94h59ms4369tv35cmc59,13.411018708097767,1.3856159995507698,0.04836771635629286,0,631.6257545974204,1273.2515091948408
4rr64vtmwt9wlw34ww9qr4h9,24.338014719173927,0.006737946999085467,0.058221763492658736,0,719.8248796584471,1449.6497593168942
rrt6wq964hstm64qthlr4h64,8.593742212063521,0.2632519943175776,0.05559427262499017,0,684.866508764215,1379.73301752843
6ctr594zhh69v6czcrv4c949,0.8412548878449728,0.1273431148607171,0.03305017022054766,0,585.1790463390843,1180.3580926781685
4mrt46q9stlw6cs6vt3qv44t,0.5750841551218372,0.12081201648702508,0.031557228895169265,0,357.52536435116735,725.0507287023347
h5tcqw5lvvtcz69qvvr9mtzv,7.0967306636252445,0.22530207935655133,0.05195510405875854,0,889.1134769972089,1788.2269539944177
44rq43rwqcvr6359mwqqz4r3,7.138906385961577,0.006737946999085467,0.059414524456226525,0,664.2268329687174,1338.4536659374348
cctt45lhtvh6w6whh3twwlml,0.9492080113079466,0.34464118756973294,0.06850348444025713,0,799.6315483321403,1609.2630966642805
4rr963tt39htv5v646r66q4l,10.814158809201246,0.5738570545312767,0.07081713517446331,0,830.4642258772877,1670.9284517545755
6ztt3vwh555rqqwt9vstqsmz,0.6719266216878375,0.4770665074365719,0.08627264093880058,0,700.7936649907535,1411.587329981507
qzrmqwl9l5wrv565vt3zc9rl,0.8015145061197629,0.343091728307941,0.06780243515248863,0,795.634716940116,1601.269433880232
64r3zth56ltw6z5v5zc9lv5l,1.5785892687959557,0.006737946999085467,0.04592500072686036,0,715.7581342865456,1441.516268573091
4lr5qc9mhhm53vtq9m9wv4c6,11.9044937852244,0.20570743560710286,0.0581662706990434,0,834.7616163431212,1679.5232326862424
3ct6l6vmsl9ttql55664mqz6,3.4292128724298045,0.014093407442199994,0.05002992425945916,0,629.5888217789529,1269.1776435579059
r5rv6zrvzlmlw9mczs66whwz,0.6944121553254188,0.29863501571734397,0.060391485206401876,0,838.751128576124,1687.502257152248
vstz4lt9thtss6h9cz346z4z,0.7790693830979943,0.460782671452145,0.09006672265709698,0,773.0492728998124,1556.0985457996248
4rr94vtltshvzvz34t5qz49w,5.236228183611081,0.1987575478720267,0.04651398444567789,0,582.972068841758,1175.944137683516
shtc6vsrvtc4z6lslcl3lc3c,0.7644626317021899,0.3896676730470894,0.07465494364020538,0,805.5514475721716,1621.1028951443432
44rh44tmsm4r53rz6mhq6434,0.876678449280111,0.272751852217631,0.053522838393354664,0,648.2371293021226,1306.4742586042453
4hrz496cqvc6rlqzr6hq94rz,0.7565653460890817,0.4359528321587011,0.08109078962594567,0,712.8756062001312,1435.7512124002624
m3tqh6zvvch66qchwsz5cmmt,0.7533235228574258,0.31725182570579225,0.0590141235317686,0,728.9137198115377,1467.8274396230754
h4rmlsmh4mr5lzz6954tmmhm,0.8992934563044817,0.10224290971477804,0.03870643477325976,0,570.8138824330265,1151.627764866053
4lrl44rr5m5tvl5hhm4qm46r,19.299794251571534,0.7506980262240974,0.065917176995127,0,871.062845151143,1752.125690302286
4qr6qmlszmhc9t5wqqh64463,0.6092613013875535,0.42671114549373484,0.06878710888621789,0,597.5180534353385,1205.036106870677
4rr444hrw3lm9vw6t5hqr46v,7.813947097895398,0.006737946999085467,0.06063379045663151,0,641.1719779266521,1292.3439558533041
4ttrlcqvrmrm449ttlzcs5t3,2.025409939594421,0.12419345479946484,0.05919463597254381,0,793.3949634739087,1596.7899269478173
4tr94zw3stc6t3mrhwtqt4ll,11.00519041949263,0.5481363734913918,0.07146824603835256,0,896.3895370844625,1802.779074168925
trtr6v9z9qwtm6r5q9scch34,0.7541977636092336,0.42812453177861287,0.07408214190627903,0,756.6788862991954,1523.3577725983907
c6tz56twrt3hm6rvvtmwv93r,0.8151492010428478,0.28663214824973926,0.05429900518659343,0,644.8463665890364,1299.6927331780728
w9t4swlzv46lm6chvhqcc9ql,0.7549675667175378,0.3811501736083356,0.06300475071176885,0,690.7177770669932,1391.4355541339864
4wrw43ctv9zqz3hwl45q449c,9.961800678459223,0.13450598985789414,0.062112208673396216,0,762.9551707560012,1535.9103415120023
4vrc4v9hl6qs6mc54mcql456,7.311690074631411,0.006737946999085467,0.06467955829171455,0,754.1044358687108,1518.2088717374215
z3tzzmcwttsvrqctrltzww4q,18.558828949325317,1.2024677737471956,0.05862169111789538,0,792.454002070005,1594.90800414001
s5ttcv9wwtzrs4ccrhrsc54l,1.3753099715193815,0.006737946999085467,0.049205411189071784,0,626.0816374309073,1262.1632748618147
4mrh4rmqslm99wq5r95t44vm,15.180812759532301,1.2213037646751679,0.08364590572231581,0,938.5857696321266,1887.1715392642532
3rtl9lqrw6zh56mmz6q3qzhh,0.6598115293167373,0.42492124804362,0.07118881651337515,0,591.1999795477711,1192.3999590955423
9ht3hv544lr5c4hzwt995h6r,1.9429883524488507,0.12101784387234768,0.04137292406917986,0,579.6750580075809,1169.3501160151618
mzthz6rzm53zwqlcvhhl9m6h,0.7698174746333964,0.35957188873313367,0.0739941557260616,0,765.5723973383691,1541.1447946767382
rvrslztlz3s5z5cz9w4ql4ll,0.7890320881155576,0.3049708901612863,0.0668206877002716,0,808.0400109608057,1626.0800219216114
vttz6rqsv5v6rqqsvzhzst4w,0.7915548018836747,0.4147128660924254,0.08065533651346736,0,781.589637519607,1573.179275039214
4lrc4mhwvsrz9v44tl5qm44w,11.09983150244913,0.13348764858680903,0.04995407593711244,0,668.2901628016776,1346.5803256033553
63t3l39355zhc4mvmvrmc6cz,0.7702432260217106,0.3602878987380318,0.05735636799789782,0,648.6566591931169,1307.3133183862337
zvtcrhwvttsmz4mhq354c6tt,0.8388537464257528,0.26394417418469523,0.05409278693192041,0,727.485479812522,1464.970959625044
hsrmcth5t3r4559cz65smmr4,12.808675651088206,1.2915388463523683,0.07155445313293224,0,1025.3046608641494,2060.6093217282987
4rrhs49qvws535lrrl3h565v,0.9139894277758551,0.14972442944603614,0.04035120983737544,0,561.0003445791963,1132.0006891583926
rrrcsr6vtwvr653m5zstlqlr,0.7499442074301073,0.33904474501038445,0.06218286548001293,0,798.0628198294092,1606.1256396588185
4wr34mvl3qr69l9zsl9qc4sz,0.6473005308932132,0.41138360303184535,0.07849965583412091,0,747.4618256037708,1504.9236512075415
z6tmvhrml4qhqhlltt9zstzr,11.835210458537318,0.4189567030182939,0.07094362260299941,0,1016.0674523117386,2042.1349046234773
tstrhtcchtshv6qq3tlcc449,10.035251860739097,0.006737946999085467,0.05031488078142112,0,612.0204398689582,1234.0408797379164
56trt5cv6qqll6mtvzvr54zl,0.6331307474742669,0.16364841520098525,0.03816208440074781,0,470.6751004333434,951.3502008666868
lctvr6qsmsqtqhw454h996cq,0.7361350548085379,0.46212029583326775,0.09102891900467272,0,809.0369394822923,1628.0738789645845
46rlq5h96swtqcrqvls3w4r4,0.7106345704522132,0.40892883627483645,0.0774155101598073,0,753.5495594854941,1517.0991189709882
49rw4z6s34zttv44zcsqz4sm,0.6972381134689496,0.41114707655938876,0.0661448508681591,0,577.0857681306009,1164.1715362612017
4htv5t9ttz3vq4zc3swt5h6z,0.8313271180925745,0.3945075805980848,0.07649762161901094,0,821.2389232315427,1652.4778464630854
w9th4svs9l3456mz9lhszc5q,0.7771188387226073,0.34507955813652186,0.06246929952145576,0,703.1681532279571,1416.3363064559142
56tc6lwvw4r336zcv3tq3sh9,1.0706136018952748,0.006737946999085467,0.037897616061264475,0,348.7296060724605,707.459212144921
45rq4z5wqh4vsl5cl6zqs45c,0.7648928681753216,0.4433197642203178,0.07300342386776418,0,645.4508382709114,1300.9016765418228
tlt6r54m3cw4m6l9w9wwc6zq,1.0767086003155493,0.05512372863105728,0.033310826318142306,0,557.1694307683687,1124.3388615367373
4wrl4mvv5z3hhl4qzq6qh4qt,12.906359083688255,0.7880465606260048,0.07481546170547212,0,939.9628194369126,1889.9256388738252
6tt6lzmv639vl65rtzs5rqs9,0.6365368369370886,0.1013702052504212,0.030461452069256857,0,286.6116958614729,583.2233917229458
cvts9mzsl6zwrq9399vrsh55,5.877539756317429,0.10131983856043711,0.05124002116303297,0,587.8293211464864,1185.658642292973
htthz63rctzvtqr5rctswhlq,0.9524150784391698,0.34495506518606744,0.07381791404095538,0,885.6575311340288,1781.3150622680575
hwtm4zl36ctw34rll3zq6wr4,0.7570813860494541,0.41912728051161,0.07618799711852611,0,709.7505806005413,1429.5011612010826
4zrq4hrc993hsm6mwmcq343c,0.7445546712171969,0.40140534485649654,0.07842688272524037,0,803.8643670923143,1617.7287341846286
httmrrr4srh4564z9qwc66ls,3.360600385824929,0.006737946999085467,0.0368693517529438,0,750.5891212933328,1511.1782425866656
44r94wl93qhs6mtzwrlqz4qr,3.638225678269934,0.10454840345413888,0.05596175903122952,0,667.6686815870703,1345.3373631741406
4vrm4shlh3rvsmzs5wzql4ww,9.497909881872939,0.7963416075504268,0.053376970581713895,0,770.3545677773777,1550.7091355547554
h4tz45cv3qrhs6cwmcrh436m,6.357355909519783,0.006737946999085467,0.048950458156495444,0,585.6806033319186,1181.3612066638373
wttmzt5t6qvvw49lzcs66vhh,0.8055574449597538,0.41755524989042264,0.0815673995329815,0,776.1548245995468,1562.3096491990937
q5rw56966z6vszsr49wr63rr,1.507575323613346,0.18335360987808896,0.057381060286644886,0,834.3812729140607,1678.7625458281213
43r643srz35chvl6tzzqr4rw,1.1652793339766956,0.1775356477716839,0.04807287759247138,0,655.0395024198127,1320.0790048396254
lhtrltttmll3c6zv6q6559r4,3.9548431164379414,0.006737946999085467,0.056667143717655105,0,693.2485481221689,1396.4970962443379
6wr4t5rv94q4l5lqv94msmt6,0.6092596847929899,0.45238071285730025,0.07369721637994203,0,644.5638706141106,1299.127741228221
4rrr4q9clwthl5969htlzqms,5.662626029363208,0.024962401495371614,0.054479866057067255,0,599.6199615902361,1209.2399231804723
whtqqcwhl9tmmqq49m63svvh,13.710175947730345,1.08787423915493,0.08122246136677433,0,988.1438268489509,1986.2876536979018
4lrm4q3sr49chvcz5z5qc456,14.143482196641248,0.9544240985566111,0.06900771460196878,0,939.1337174962891,1888.2674349925783
4qtmrhqhmltt9q3llm56zczr,3.0408208286421923,0.03000850485378257,0.051079650558677504,0,643.1246460157471,1296.2492920314942
cqth33qz53vsl4qr49qqqw5h,15.274904533016864,0.006737946999085467,0.06130161212493806,0,769.7444226143485,1549.488845228697
4wrr9z6l5lclw9mcz4tv5qm6,0.6770389403609487,0.3918394089416077,0.06914471840535825,0,678.6377128229269,1367.2754256458538
4qrq46wmcqhmlltcszvqh4cm,13.300025900436106,0.7781836543611144,0.07225899595654342,0,914.1394299216782,1838.2788598433565
qst4hvq93rcltqtv5933q4h6,14.612503649995528,0.3787811436770624,0.06792561167547792,0,962.8887875100222,1935.7775750200444
44r54zts4z5wswl6s34qs4q5,13.062805027981385,0.006737946999085467,0.04549907333688742,0,703.9940761561083,1417.9881523122167
4qr5vs46wz6lqz4vmsl6wc3r,0.6110931817742646,0.15915532345053285,0.02831852086477418,0,367.957714373323,745.915428746646
9st9mhlrsv4z4qqr3lzrh45r,1.8790730498483095,0.006737946999085467,0.05113212878732863,0,656.7101541293258,1323.4203082586516
wqt65t3t4qtstqcs9c6v36h6,7.638401914874779,0.6116569103447882,0.07773720535193021,0,937.2851013607808,1884.5702027215616
36trs4h6qqs4v6qw3954crll,1.1372042544842065,0.006737946999085467,0.030013290252175494,0,378.08315005719356,766.1663001143871
sltl6smhmzsll6vh9svcctq9,8.870222731762304,0.29137291484068717,0.05822237402350818,0,748.592991633053,1507.185983266106
4wrvq9t6shcc5rt5rsz664hv,5.026311904395536,0.006737946999085467,0.05772400571857512,0,617.8003187805488,1245.6006375610975
6ctqtqqrmt3rhqqm9mc49zq4,1.3435428042236974,0.1825935572287788,0.05127408905171495,0,674.3838369303542,1358.7676738607083
4qrh4wh9vchvmv4qrmwq449q,23.705668348188155,0.006737946999085467,0.05445386004933893,0,844.8826067128655,1699.765213425731
hqt5m44wlr44l6ss95cl5435,14.248252945618448,1.737752421845883,0.07766618617410431,0,1013.5067721452492,2037.0135442904984
4vrw4t46s359qm4353rqh4lv,0.8331164810865087,0.3564318314491529,0.07645778176719249,0,854.4549667665935,1718.909933533187
9ztml9vh6s3h54tvw5tl44h5,15.408460760533437,0.8769670983986468,0.07949052810313265,0,1014.8859667659108,2039.7719335318216
s9tt3m63mszsw496ssqq6sq3,15.284106577657099,0.20980102417590052,0.05446509826500337,0,809.0246849093915,1628.049369818783
wztw59rm9sltv6h4rmsmht66,1.5570546022845737,0.21043747901408782,0.06073259223148879,0,815.863878786233,1641.727757572466
tvr9vv59rqsss593hlt6mtcv,9.55557628208209,0.07722720495336405,0.06638356844547855,0,894.3456981978347,1798.6913963956695
szrv6st6zrvcc543lm349ltq,1.478954281133316,0.006737946999085467,0.03807066646012487,0,533.7189930609316,1077.437986121863
